gion code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
59,50,"ОСП по Дзержинскому району г. Перми ГУФССП России по Пермскому краю","614000, Россия, Пермский край, , г. Пермь, , ул. Петропавловская, 111, ,","Павлов Андрей Александрович",+7(342)235-27-51,,+7(342)235-27-58,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","- Пермский"
59,56,"Специализированный отдел судебных приставов по ОУПДС","614066, Россия, Пермский край, , г. Пермь, , ул. Советской Армии, 31, ,","Иванчик Владимир Николаевич",,,,+73422201159,"ССП,Зам. ССП (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","Муниципальные образования Пермского края"
59,60,"ОСП по ВШ по г. Перми № 1 ГУФССП России по Пермскому краю","614111, Россия, Пермский край, , г. Пермь, , ул. Саранская, 3, ,","Литвинова Александра Николаевна",+7(342)208-83-01,,+7(342)208-83-01,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","- Пермский"
59,61,"ОСП по ВШ по г. Перми № 2 ГУФССП России по Пермскому краю","614101, Россия, Пермский край, , г. Пермь, , ул. Александра Невского, 26, ,","Якимова Юлия Сергеевна",+7(342)252-43-42,+7(342)252-43-92,+7(342)252-43-94,+73422201159,"ССП,Зам. ССП,СПИ (вт 09.00-13.00, чт. 13.00-18.00) перерыв 13.00-13.48","- Пермский"
60,0,"УФССП России по Псковской области","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ","Колесников Сергей Анатольевич",,,,+78112699082,"Руководитель четверг с 14:00 до 18:00, заместитель руководителя понедельник с 14:00 до 18:00","- город Псков"
60,18,"ОСП г. Пскова №1","180007, Россия, Псковская обл., , г. Псков, , ул. Максима Горького, д. 1, , ",,,,+7(8112)69-90-62,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00","- город Псков"
60,19,"ОСП г. Великие Луки ","182113, Россия, Псковская обл., , г. Великие Луки, , ул. Горная, д. 5, , ","Парфенова Надежда Михайловна",,,,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00","- город Великие Луки"
60,20,"ОСП Невельского и Усвятского районов","182500, Россия, Псковская обл., , г. Невель, , ул. Комсомольская, д. 17, , кв. 53","Кондратьева Марина Николаевна",,,,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00","- Невель"
60,24,"ОСП Дновского и Дедовичского районов","182670, Россия, Псковская обл., , г. Дно, , ул. Красная, д. 1а, , ",,,+7(81135)2-63-04,+7(81135)2-87-00,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00","- Дно"
60,26,"ОСП Великолукского, Куньинского и Новосокольнического районов","182100, Россия, Псковская обл., , г. Великие Луки, , ул. Горная, д. 5, , ","Федорова Татьяна Викторовна",,,,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00","- город Великие Луки"
60,30,"ОСП Опочецкого и Красногородского районов","182330, Россия, Псковская обл., , г. Опочка, , ул. Карла Маркса, д. 17/35, , ",,,+7(81138)2-30-63,+7(81138)2-25-09,+78112699082,"Вторник с 9:00 до 15:00, четверг с 14:00 до 18:00","- Опочка"
60,31,"ОСП Островского и Пыталовского районов","181350, Россия, Псковская обл., , г. Остров, , ул. Рымара, д. 2а, , ","Вознесенская Наталья Васильевна",+7(81152)3-49-76,+7(81152)3-49-76,+7(81152)3-12-81,+78112699082,"Вт с 09.00 до 13.00, Чт с 13:00 до 18.00","- Остров"
60,33,"ОСП Печорского и Палкинского районов","181500, Россия, Псковская обл., , г. Печоры, , ул. Свободы, д. 25А, , ",,,+7(81148)2-14-51,+7(81148)2-33-48,+78112699082,"Вторник с 09:00 до 13:00, четверг с 13:00 до 18:00","- Печоры"
60,35,"ОСП Порховского района","182620, Россия, Псковская обл., , г. Порхов, , ул. Старорусская, д. 37, , ",,+7(81134)2-16-96,+7(81134)2-25-95,+7(81134)2-25-95,+78112699082,"Вторник с 10:00 до 13:00, четверг с 13:00 до 18:00","- Порхов"
60,37,"ОСП Пушкиногорского, Новоржевского, Бежаницкого и Локнянского районов","181370, Россия, Псковская обл., , пгт. Пушкинские Горы, , пер. Школьный, д. 8, , ",,,+7(81146)2-23-40,+7(81146)2-23-40,+78112699082,"Вторник с 09:00 до 13:00, четверг с 13:00 до 18:00","- Пушкиногорье"
60,39,"ОСП Себежского и Пустошкинского районов","182250, Россия, Псковская обл., , г. Себеж, , ул. Пролетарская, д. 23, , ",,+7(81140)2-12-28,+7(81140)2-12-28,+7(81140)2-12-28,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00","- Себеж"
60,40,"ОСП Струго-Красненского и Плюсского районов","182250, Россия, Псковская обл., , пгт. Струги Красные, , ул. Совесткая, д. 24, , ","Головачева Екатерина Валерьевна",,+7(81132)5-15-51,+7(81132)5-23-92,+78112699082,"Вторник с 09:00 до 13:00, четверг с 13:00 до 18:00","- Струги Красные"
60,41,"ОСП Псковского района","180007, Россия, Псковская обл., , г. Псков, , ул. Максима Горького, д. 1, , ","Груздева Виктория Николаевна",,,+7(8112)69-90-62,+78112699082,"Вторник с 9:00 до 15:00, Четверг с 13:00 до 18:00","- город Псков"
60,43,"Отделение оперативного дежурства","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ","Кустов Михаил Юрьевич",+7(8112)69-90-99,,+7(8112)69-90-72,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",0
60,44,"СО по ОУПДС г. Пскова и Псковского района","180007, Россия, Псковская обл., , г. Псков, , ул. Максима Горького, д. 1, , ",,,,+7(8112)59-02-20,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00","- город Псков"
60,45,"ОСП г. Пскова №2","180007, Россия, Псковская обл., , г. Псков, , ул. Максима Горького, д. 1, , ",,,,+7(8112)69-90-62,+78112699082,"Вторник с 9:00 до 15:00, четверг с 14:00 до 18:00","- город Псков"
60,46,"МОСП по РДИР","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ","Нестерук Василий Дмитриевич",,,+7(8112)69-91-75,+78112699082,"Вторник с 9:00 до 15:00, Четверг с 14:00 до 18:00","- город Псков"
60,47,"ОСП по ВАПД по г. Пскову и Псковскому району","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ",,,+7(8112)69-91-13,+7(8112)69-90-62,+78112699082,"Вторник с 10:00 до 13:00, четверг с 13:00 до 18:00","- город Псков"
60,48,"Отделение специального назначения","180019, Россия, Псковская обл., , г. Псков, , ул. Текстильная, д. 3, , ","Кириллов Александр Сергеевич",,,,+78112699082,"Вторник с 9:00 до 13:00, четверг с 13:00 до 18:00",0
61,0,"ГУ ФССП России по Ростовской области","344002, г.Ростов-на-Дону, пер.Соборный, д.2А","Казанов Евгений Николаевич",+7(863)210-02-35,,+7(863)210-02-39,+7(863)210-02-37,"Чт с 14.00 до 18.00","Муниципальные образования Ростовской области"
63,9,"ОСП г.Жигулевска","445351, Россия, Самарская обл., , г. Жигулевск, , ул. Гидростроителей, 10, ,","Ефимова Ольга Валериевна","+7(848-62) 3-46-90","+7(848-62) 3-46-90",+7(84862)3-46-90,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00","- Жигулевск"
61,18,"МО по ОИП УФССП России по Ростовской области","346550, Россия, Ростовская обл., Усть-Донецкий р-н, , рп. Усть-Донецкий, ул. Портовая, д. 7, ,","Мартыненко Алексей Владимирович",+7(863)210-33-64,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
61,19,"СОСП по ОУПД Арбитражного суда УФССП России по Ростовской области","344002, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Социалистическая, 10/11-13, ,","Силаев брий Борисович",+7(863)282-84-55,,,+78632100237,"Пн-Чт с 9.00 до 18.00, Пт с 9.00 до 16.45","Муниципальные образования Ростовской области"
62,17,"Рыбновское РОСП","391110, Россия, Рязанская обл., Рыбновский р-н, г. Рыбное, , ул. Медицинская, 50, , ","Гришина Елена Вячеславовна","8(4912) 29-46-90",,+7(4912)29-46-90,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Рыбновское"
61,20,"СОСП по ОУПД Ростовского ОС УФССП России по Ростовской области","344021, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Социалистическая, 164/35, ,","Шкавров Павел Вячеславович",+7(863)255-57-99,,,+78632100237,"Пн-Чт с 9.00 до 18.00, Пт с 9.00 до 16.45","Муниципальные образования Ростовской области"
61,21,"СОСП по ОУПД Южного ОВС УФССП России по Ростовской области","344018, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Мечникова, 75В, ,","Реутов Андрей Петрович",+7(863)245-66-13,,,+78632100237,"Вт с 10.00 до 15.00, Чт с 16.00 до 20.00",0
61,22,"СОСП по ОУПД 15 ААС УФССП России по Ростовской области","344002, Россия, Ростовская обл., , г. Ростов-на-Дону, , пер. Газетный, 34, ,","Ажогин Дмитрий Николаевич",+7(863)218-60-14,,,+78632100237,"Вт с 9.00 до 13.00, Чт с 13.00 до 18.00","Муниципальные образования Ростовской области"
61,24,"ООД УФССП России по Ростовской области","344002, г.Ростов-на-Дону, пер.Соборный, 2А","Паршин Сергей Сергеевич",+7(863)268-75-42,,,+78632100237,"Вт с 10.00 до 15.00, Чт с 16.00 до 20.00","Муниципальные образования Ростовской области"
61,25,"Ворошиловское РОСП г. Ростова-на-Дону ГУ ФССП России по Ростовской области","344092, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Волкова, д. 15, ,","Черевиченко Мария Валериевна",+7(863)231-01-02,,,+78632100237,"вторник с 09.00 до 13.00, черверг с 13.00 до 18.00","- город Ростов-на-Дону"
61,26,"Железнодорожное РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344004, Россия, , , г. Ростов-на-Дону, , пл. Рабочая, 11, , ","Манзук Виктор Анатольевич",+7(863)244-48-71,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
61,27,"Кировское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344010, Россия, Ростовская обл., , г. Ростов-на-Дону, , Кировский пр-кт, 42, , ","Фарский Сергей Борисович",+7(863)210-43-14,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
61,28,"Ленинское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344082, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Темерницкая, 34, , ","Маковецкая Ирина Юрьевна",+7(863)240-62-26,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
61,34,"Аксайское РОСП УФССП России по Ростовской области","346720, Россия, Ростовская обл., , г. Аксай, , ул. Гулаева, д. 127, , ","Куценко Наталья Владимировна",+7(86350)5-67-03,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Аксайское"
61,29,"Октябрьское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344038, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Шеболдаева, д. 4а, ,","Третьяков Андрей Александрович",+7(863)234-42-25,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
61,30,"Первомайское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344029, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. Менжинского, д. 4а, ,","Плешакова Марина Владимировна","+7(863)223-86-30 ",,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
61,31,"Пролетарское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344019, Россия, Ростовская обл., , г. Ростов-на-Дону, , ул. 1-я Майская, д. 11, ,","Лопаткина Марина Алексеевна",+7(863)283-24-36,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
63,26,"ОСП Ставропольского района","445040, Россия, Самарская обл., , г. Тольятти, , б-р Туполева, д. 17, , ","Болотская Анна Владимировна","+7(8482) 28-37-63","+7(8482) 28-37-63",+7(8482)28-31-63,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00","- Тольятти"
61,32,"Советское РОСП г. Ростова-на-Дону УФССП России по Ростовской области","344091, Россия, , , г. Ростов-на-Дону, , ул. Каширская, 8/3, , ","Пяткова Наталья Алексеевна",+7(863)210-18-60,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
61,33,"Азовское РОСП УФССП России по Ростовской области","346782, Россия, Ростовская обл., , г. Азов, , ул. Привокзальная, д. 12, ,","Джиджоев Алан Ахсарбекович",+7(86342)4-08-69,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Азов"
61,35,"Багаевское РОСП УФССП России по Ростовской области","346610, Россия, Ростовская обл., Багаевский р-н, , , Красноармейская, 9, ,","Полтанов Дмитрий Валентинович",+7(86357)3-30-22,,,+78632100237,"Вт с 09.00 до 13.00, Чтс 13.00 до 18.00","- Багаевское"
61,36,"Батайское ГОСП УФССП России по Ростовской области","346610, Россия, Ростовская обл., , г. Батайск, , ул. М.Горького, д. 358а, ,","Найденова Екатерина Николаевна",+7(86354)6-61-48,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Батайск"
61,37,"Белокалитвинское РОСП УФССП России по Ростовской области","347045, Россия, Ростовская обл., Белокалитвинский р-н, г. Белая Калитва, , ул. Рабочая, д. 67В, ,","Пономарева Ирина Алексеевна",+7(86383)2-67-48,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Белокалитвинское"
61,40,"Веселовское РОСП УФССП России по Ростовской области","347780, Россия, Ростовская обл., Веселовский р-н, , п. Веселый, ул. Ленинская, д. 81, ,","Сахарчук Оксана Юрьевна",+7(86358)6-51-97,,,+78632100237,"Вторник с 09:00 до 13:00 четверг с 13:00 до 18:00","- Веселовское"
61,41,"ОСП по г. Волгодонску и Волгодонскому району УФССП России по Ростовской области","347360, Россия, Ростовская обл., , г. Волгодонск, , ул. Морская, д. 23, ,"," Майоров Евгений Александрович",+7(86392)2-47-86,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Волгодонск"
61,43,"Гуковское ГОСП УФССП России по Ростовской области","347871, Россия, Ростовская обл., , г. Гуково, , ул. Льва Толстого, д. 30 ""А"", ,","Галкин Владимир Валерьевич",+7(86361)5-20-75,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Гуково"
61,44,"Донецкое ГОСП УФССП России по Ростовской области","346330, Ростовская обл., г. Донецк, пер. Победы, 15а","Курганов Дмитрий Александрович",+7(86368)2-22-96,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Донецк"
61,45,"Дубовское РОСП УФССП России по Ростовской области","347410, Россия, Ростовская обл., Дубовский р-н, , с. Дубовское, ул. Садовая, д. 103а, ,","Дубягин Роман Викторович",+7(86377)2-05-62,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Дубовское"
61,46,"Егорлыкское РОСП УФССП России по Ростовской области","347660, Россия, Ростовская обл., Егорлыкский р-н, , ст-ца Егорлыкская, ул. Ворошилова, д. 79, ,","Негоденко Николай Николаевич",+7(86370)2-19-40,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Егорлыкское"
61,47,"ОСП по Заветинскому и Ремонтненскому районам УФССП России по Ростовской области","347430, Россия, Ростовская обл., Заветинский р-н, , с. Заветное, ул. Ломоносова, д. 15, ,","Даниелян Азат Давидович",+7(86378)2-22-92,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Заветинское"
61,48,"Зверевское ГОСП УФССП России по Ростовской области","346312, Россия, Ростовская обл., , г. Зверево, , ул. Малышева, д. 27, ,","Хрущ Инна Владимировна",+7(86355)4-28-25,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Зверево"
61,49,"ОСП по Зерноградскому и Кагальницкому районам УФССП России по Ростовской области","347740, Россия, Ростовская обл., Зерноградский р-н, г. Зерноград, , ул. Ленина, д. 16, ,","Душкин Виталий Александрович",+7(86359)4-16-08,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Зерноградское"
61,50,"Зимовниковское РОСП УФССП России по Ростовской области","347460, Россия, Ростовская обл., Зимовниковский р-н, , п. Зимовники, пер. Спортивный, 5, ,","Фомина Людмила Ивановна",+7(86376)3-13-86,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Зимовниковское"
61,52,"Каменское РОСП УФССП России по Ростовской области","347800, Россия, Ростовская обл., Каменский р-н, Камеенск-Шахтинский, , ул. Подтелкова, д. 63, ,","Асеева Оксана Владимировна",+7(86365)7-63-01,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Каменск-Шахтинский"
61,53,"ОСП по Кашарскому и Боковскому районам УФССП России по Ростовской области","346200, Россия, Ростовская обл., Кашарский р-н, , Кашары сл., ул. Ленина, д. 63, ,","Гаркушенко Алексей Александрович",+7(86388)2-19-41,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Кашарское"
61,54,"ОСП по Константиновскому и Усть-Донецкому районам УФССП России по Ростовской области",", , Ростовская, , , Усть-Донецкий, Портовая, 7, , ","Кундрюкова Ирина Владимировна",+7(86351)9-72-60,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Усть-Донецкое"
61,55,"Красносулинское РОСП УФССП России по Ростовской области","346350, Россия, Ростовская обл., Красносулинский р-н, г. Красный Сулин, , ул. Ленина, д. 10, ,","Князева Елена Васильевна",+7(86367)5-38-53,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Красносулинское"
61,57,"Мартыновское РОСП УФССП России по Ростовской области","346660, Россия, Ростовская обл., Мартыновский р-н, , Большая Мартыновка сл., ул. Ленина, д. 41 А, ,","Климова Елена Николаевна ",+7(86395)2-25-00,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Мартыновское"
61,58,"ОСП по Куйбышевскому и Матвеево-Курганскому районам УФССП России по Ростовской области","346970, Россия, Ростовская обл., Матвеево-Курганский р-н, , п. Матвеев Курган, ул. Гагарина, д. 46 Б, ,","Берш Елена Владимировна",+7(86341)3-11-92,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Матвеево-Курганское"
61,59,"ОСП по Миллеровскому и Тарасовскому районам УФССП России по Ростовской области","346130, Россия, Ростовская обл., Миллеровский р-н, г. Миллерово, , ул. Фрунзе, д. 3, ,","Ломакова Наталья Андреевна",+7(86385)2-48-61,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Миллеровское"
63,15,"ОСП Камышлинского и Клявлинского  районов ","446960, Россия, Самарская обл., , , Клявлино ж/д_ст., ул. Гагарина, д. 54, в, ","Князева Эльмира Фанисовна","+7(84653) 2-11-01","+7(84653) 2-11-01",+7(84653)2-11-01,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00","- станция Клявлино"
61,61,"ОСП По Морозовскому м Милютинскому районам УФССП России по Ростовской области","347210, Россия, Ростовская обл., Морозовский р-н, г. Морозовск, , ул. Кирова, д. 6, ,","Деундяк Сергей Игоревич",+7(86384)4-16-29,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Морозовское"
61,62,"Мясниковское РОСП УФССП России по Ростовской области","346800, Россия, Ростовская обл., Мясниковский р-н, , с. Чалтырь, ул. Ростовская, д. 47, ,","Лысенко Юлия Валерьевна",+7(86349)2-35-22,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Чалтырское"
61,63,"Неклиновское РОСП УФССП России по Ростовской области","346830, Россия, Ростовская обл., Неклиновский р-н, , с. Покровское, ул. Урицкого, д. 25, ,","Кучма Вадим Михайлович",+7(86347)2-05-19,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Покровское"
61,64,"Новочеркасский ГОСП УФССП России по Ростовской области","346429, Россия, Ростовская обл., , г. Новочеркасск, , ул. Кавказская, 75/17, ,","Соболев Александр Сергеевич","+7(86352)2-70-92 ",,,+78632100237,"Вт с 09:00 до 13:00 четверг с 13:00 до 18:00","- город Новочеркасск"
61,65,"Новошахтинское ГОСП УФССП России по Ростовской области","346914, Россия, Ростовская обл., , г. Новошахтинск, , Ленина пр-кт, д. 42, ,","Новик Андрей Александрович",+7(86369)2-15-47,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Новошахтинск"
61,66,"ОСП по Обливскому и Советскому районам УФССП России по Ростовской области","347140, Россия, Ростовская обл., Обливский р-н, , ст-ца Обливская, ул. Ленина, д. 103, ,","Комиссарова Ирина Геннадьевна",+7(86396)2-36-17,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Обливское"
61,68,"Орловское РОСП УФССП России по Ростовской области","347510, Россия, Ростовская обл., Орловский р-н, , п. Орловский, ул. Коммунальная, д. 74, ,","Коденко Игорь Анатольевич",+7(86375)3-18-04,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Орловское"
61,69,"Песчанокопское РОСП УФССП России по Ростовской области","347570, Россия, Ростовская обл., Песчанокопский р-н, , с. Песчанокопское, ул. Суворова, д. 21, ,","Жихарев Роман Леонидович",+7(86373)9-64-76,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Песчанокопское"
61,70,"Пролетарское РОСП УФССП России по Ростовской области","347540, Россия, Ростовская обл., Пролетарский р-н, г. Пролетарск, , ул. Ленина, д. 75, ,","Рябошапко Георгий Станиславович",+7(86374)9-62-55,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Пролетарское"
61,72,"Родионово-Несветайское РОСП УФССП России по Ростовской области","346580, Россия, Ростовская обл., Родионово-Несветайский р-н, , Родионово-Несветайская сл., ул. Московская, д. 15, ,","Самсонов Иван Викторович",+7(86340)3-00-87,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Родионово-Несветайское"
61,73,"Сальское РОСП УФССП России по Ростовской области","347630, Россия, Ростовская обл., Сальский р-н, г. Сальск, , ул. Буденного, д. 27, ,","Белоус Светлана Владимировна",+7(86372)5-01-36,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Сальское"
62,29,"ОСП по Шиловскому и Путятинскому районам","391500, Россия, Рязанская обл., Шиловский р-н, , рп. Шилово, ул. Луговая, 1А, , ","Шишкова Юлия Павловна","8(4913) 62-21-80",,+7(49136)2-11-90,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Шиловское"
61,74,"Семикаракорское РОСП УФССП России по Ростовской области","346630, Россия, Ростовская обл., Семикаракорский р-н, г. Семикаракорск, , ул. Ленина, д. 70, , ","Асфандиев Карим Ахмедович",+7(86356)4-16-21,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Семикаракорское"
61,76,"Таганрогский ГОСП УФССП России по Ростовской области","347905, Россия, Ростовская обл., , г. Таганрог, , ул. Конторская, 84, , ","Ващенко Юрий Юрьевич",+7(951)520-73-89,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Таганрог"
61,78,"Тацинское РОСП УФССП России по Ростовской области","347060, Россия, Ростовская обл., Тацинский р-н, , ст-ца Тацинская, пер. Вичиркина, д. 13, ,","Пономарева Ирина Григорьевна",+7(86397)2-17-00,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Тацинское"
61,80,"Целинское РОСП УФССП России по Ростовской области","347760, Россия, Ростовская обл., Целинский р-н, , п. Целина, ул. 2-я линия, д. 61, ,","Додух Елена Владимировна",+7(86371)9-18-49,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Целинское"
61,81,"Цимлянское РОСП УФССП России по Ростовской области","347320, Россия, Ростовская обл., Цимлянский р-н, г. Цимлянск, , пер. Газетный, 27А, ,","Ярковая Татьяна Владимировна",+7(86391)2-27-54,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Цимлянское"
61,82,"Чертковское РОСП УФССП России по Ростовской области","346000, Россия, Ростовская обл., Чертковский р-н, , п. Чертково, ул. Петровского, д. 16, ,","Титова Светлана Викторовна",+7(86387)2-11-58,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Чертковское"
61,83,"ОСП по г. Шахты и Октябрьскому району УФССП России по Ростовской области","346500, Россия, Ростовская обл., , г. Шахты, , пер. Короткий, д. 50а, ,","Шишкин Сергей Алексеевич","+7(988) 574-67-45",,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Шахты"
61,84,"ОСП по Шолоховскому и Верхнедонскому районам УФССП России по Ростовской области","346270, Россия, Ростовская обл., Шолоховский р-н, , ст-ца Вешенская, ул. Ленина, д. 76, ,","Сметанникова  Наталия Алексеевна",+7(86353)2-45-48,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- Вешенское"
61,85,"ОСП по работе с ЮЛ по г. Ростову-на-Дону УФССП России по Ростовской области","344010, Россия, Ростовская обл., , г. Ростов-на-Дону, , Кировский пр-кт, 42, , ","Глянь Любовь Анатольевна",+7(863)210-52-84,,,+78632100237,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","- город Ростов-на-Дону"
61,86,"ОСН УФССП России по Ростовской области","344002, г.Ростов-на-Дону, пер.Соборный, 2А","Какстов Андрей Николаевич",,,,+78632100237,"Вт с 10.00 до 15.00, Чт с 16.00 до 20.00","Муниципальные образования Ростовской области"
61,87,"ОСП по ИР г. Ростову-на-Дону, г. Батайску и Аксайскому району УФССП России по Ростовской области",,"Олейников Евгений Викторович",,,,,,
62,0,"УФССП России по Рязанской области","390000, Россия, , , г. Рязань, , ул. Кудрявцева, д. 56, , ","Ныренкова Марина Юрьевна","(4912) 29-45-45","(4912) 29-47-47",+7(4912)29-47-00,+74912294700,"Чт с 16.00 до 20.00, первая Сб с 10.00 до 13.00","- город Рязань"
62,7,"ОСП по Кадомскому и Ермишинскому районам","391670, Россия, Рязанская обл., Кадомский р-н, , рп. Кадом, пл. Красной Армии, 7, , ","Семаева Евгения Евгеньевна","8(4913) 95-10-52",,+7(49139)5-10-52,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Кадомское"
62,8,"Касимовское РОСП","391300, Россия, Рязанская обл., , г. Касимов, , ул. Советская, 19, , ","Казьмина Ольга Владимировна","8(4913) 12-41-99",,+7(49131)2-48-99,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- город Касимов"
62,9,"Клепиковское РОСП","391030, Россия, Рязанская обл., Клепиковский р-н, г. Спас-Клепики, , ул. Просвещения, 21, , ","Карпова Юлия Валерьевна","8(4914) 22-66-63",,+7(49142)2-66-63,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Спас-Клепиковское"
